Name;Sex;BirthDate;Address;PhoneNumber;Email;SNSUSerNumber;CitizenCardNumber
Beatriz Pires;;13/03/1950;Praceta  Irene de Castro|263|4350-198|PORTO;953226967;953226967@gmail.com;161595756;10098466
Sr. Fernando Farias;;13/02/1950;Praceta  Irene de Castro|128|4350-199|PORTO;953226968;953226968@gmail.com;161595757;10098467
Rodrigo Fogaça;;7/2/1952;Praceta  Irene de Castro|502|4350-198|PORTO;953226969;953226969@gmail.com;161595758;10098468
Joana Vieira;;7/3/1952;Rua Arquiteto Francisco Oliveira Ferreira|328|4100-263|PORTO;953226970;953226970@gmail.com;161595759;10098469
Maria Martins;;26/03/1950;Travessa  Lameira de Baixo|356|4300-294|PORTO;953226971;953226971@gmail.com;161595760;10098470
Levi Aragão;;15/04/1950;Rua  Linhas de Torres|540|4369-8|PORTO;953226972;953226972@gmail.com;161595761;10098471
Dr. Raul Correia;;19/07/1950;Rua  Linhas de Torres|320|4350-214|PORTO;953226973;953226973@gmail.com;161595762;10098472
João Vitor Ferreira;;6/6/1950;Bairro  Maceda|420|4300-312|PORTO;953226974;953226974@gmail.com;161595763;10098473
Eduarda Alves;;27/12/1952;Bairro  Maceda|76|4300-313|PORTO;953226975;953226975@gmail.com;161595764;10098474
Bárbara da Costa;;6/12/1951;Praceta Maestro Resende Dias|447|4350-276|PORTO;953226976;953226976@gmail.com;161595765;10098475
Rafael da Rocha;;17/08/1952;Beco  Meiral|426|4300-331|PORTO;953226977;953226977@gmail.com;161595766;10098476
Thomas Moreira;;27/03/1952;Travessa  Navas de Tolosa|71|4350-253|PORTO;953226978;953226978@gmail.com;161595767;10098477
Ana Sophia Teixeira;;15/03/1953;Travessa  Norte|33|4300-354|PORTO;953226979;953226979@gmail.com;161595768;10098478
Guilherme Lopes;;30/11/1950;Rua  Nova das Areias|486|4300-362|PORTO;953226980;953226980@gmail.com;161595769;10098479
Luiz Gustavo Martins;;22/05/1951;Largo Padre José de Oliveira|532|4300-269|PORTO;953226981;953226981@gmail.com;161595770;10098480
Lívia Barros;;31/03/1951;Rua Arquiteto Januário Godinho|420|4100-285|PORTO;953226982;953226982@gmail.com;161595771;10098481
Ryan Correia;;28/05/1951;Rua Dona Antónia Adelaide Ferreira|341|4350-334|PORTO;953226983;953226983@gmail.com;161595772;10098482
Luigi Costela;;3/4/1950;Rua  Á“scar Lopes|554|4350-146|PORTO;953226984;953226984@gmail.com;161595773;10098483
Caroline Santos;;16/04/1949;Rua  António Ámen|433|4350-333|PORTO;953226985;953226985@gmail.com;161595774;10098484
Samuel da Paz;;5/5/1951;Rua  Fernando Mendonça|561|4350-266|PORTO;953226986;953226986@gmail.com;161595775;10098485
Sr. João Pedro Cunha;;12/10/1949;Rua  Manuel Pinho|514|4350-107|PORTO;953226987;953226987@gmail.com;161595776;10098486
Lívia Porto;;19/01/1952;Rua  Virgínia Leite de Sousa|363|4350-319|PORTO;953226988;953226988@gmail.com;161595777;10098487
Marcos Vinicius Carvalho;;31/01/1949;Rua  1|402|4300-493|PORTO;953226989;953226989@gmail.com;161595778;10098488
Luiz Fernando Barros;;26/02/1953;Rua  2|527|4300-160|PORTO;953226990;953226990@gmail.com;161595779;10098489
Olivia Carvalho;;11/9/1952;Rua  3|71|4300-491|PORTO;953226991;953226991@gmail.com;161595780;10098490
Dra. Ana Lívia Moura;;4/6/1950;Rua  4|413|4300-449|PORTO;953226992;953226992@gmail.com;161595781;10098491
Matheus Moreira;;30/04/1950;Rua  João Andresen|132|4250-242|PORTO;953226993;953226993@gmail.com;161595782;10098492
Yuri Lima;;14/02/1954;Rua  5|578|4300-128|PORTO;953226994;953226994@gmail.com;161595783;10098493
Fernanda Alves;;19/07/1951;Rua  5|110|4300-127|PORTO;953226995;953226995@gmail.com;161595784;10098494
Ana Luiza Pinto;;7/1/1950;Rua  6|452|4300-481|PORTO;953226996;953226996@gmail.com;161595785;10098495
Maria Vitória Correia;;13/09/1950;Rua  7|508|4300-484|PORTO;953226997;953226997@gmail.com;161595786;10098496
Alana Oliveira;;23/10/1950;Rua  8|219|4300-375|PORTO;953226998;953226998@gmail.com;161595787;10098497
Sofia Moreira;;12/11/1954;Rua  9|439|4300-374|PORTO;953226999;953226999@gmail.com;161595788;10098498
Isadora Pinto;;3/9/1950;Rua  10|414|4300-156|PORTO;953227000;953227000@gmail.com;161595789;10098499
Ryan da Costa;;24/02/1950;Rua  11|163|4300-380|PORTO;953227001;953227001@gmail.com;161595790;10098500
Olivia Costa;;14/01/1950;Rua  12|562|4300-162|PORTO;953227002;953227002@gmail.com;161595791;10098501
Maria Fernanda Mendes;;8/11/1952;Rua  13|292|4300-492|PORTO;953227003;953227003@gmail.com;161595792;10098502
Sra. Sofia Araújo;;31/12/1951;Largo Duque Ribeira|389|4050-6|PORTO;953227004;953227004@gmail.com;161595793;10098503
Vitória Lopes;;29/06/1949;Rua Arquiteto Lobão Vital|372|4200-375|PORTO;953227005;953227005@gmail.com;161595794;10098504
Maria Eduarda Cavalcanti;;10/8/1950;Rua Arquiteto Lobão Vital|97|4200-374|PORTO;953227006;953227006@gmail.com;161595795;10098505
Milena Souza;;17/01/1949;Rua  José da Conceição Sousa|566|4100-11|PORTO;953227007;953227007@gmail.com;161595796;10098506
Nathan Correia;;18/03/1952;Rua  Alberto José Guimarães|542|4100-103|PORTO;953227008;953227008@gmail.com;161595797;10098507
Igor Gonçalves;;6/7/1950;Rua  Henrique Medina|394|4250-231|PORTO;953227009;953227009@gmail.com;161595798;10098508
Matheus Pires;;22/04/1952;Rua Arquiteto Manuel Marques|339|4100-319|PORTO;953227010;953227010@gmail.com;161595799;10098509
Gustavo Nascimento;;18/04/1952;Rua  Cooperativa do Pego Negro|557|4300-142|PORTO;953227011;953227011@gmail.com;161595800;10098510
Bryan Martins;;16/02/1949;Rua Actor Soares Correia|573|4250-476|PORTO;953227012;953227012@gmail.com;161595801;10098511
Gabriela Moreira;;6/5/1953;Rua  Cassiano Branco|567|4250-84|PORTO;953227013;953227013@gmail.com;161595802;10098512
Srta. Letícia Castro;;28/06/1949;Rua  Artes|143|4250-62|PORTO;953227014;953227014@gmail.com;161595803;10098513
Lucca da Cunha;;21/11/1954;Rua  Álvaro Ferreira Alves|381|4100-38|PORTO;953227015;953227015@gmail.com;161595804;10098514
Sr. Thiago Rodrigues;;30/07/1952;Rua  Fernando Lopes Graça|17|4100-244|PORTO;953227016;953227016@gmail.com;161595805;10098515
Benjamin Farias;;7/7/1949;Rua  Miguel Torga|584|4100-345|PORTO;953227017;953227017@gmail.com;161595806;10098516
Gustavo Henrique Cunha;;31/03/1951;Avenida  Parque|587|4100-376|PORTO;953227018;953227018@gmail.com;161595807;10098517
Lucas Cavalcanti;;29/03/1949;Rua  Soeiro Pereira Gomes|330|4100-470|PORTO;953227019;953227019@gmail.com;161595808;10098518
Nathan da Luz;;25/03/1953;Rua Arquiteto Marques da Silva|207|4150-484|PORTO;953227020;953227020@gmail.com;161595809;10098519
Luigi Caldeira;;28/01/1950;Rua Arquiteto Marques da Silva|235|4150-483|PORTO;953227021;953227021@gmail.com;161595810;10098520
Pedro Henrique da Costa;;21/02/1953;Rua  Teixeira de Vasconcelos|100|4100-471|PORTO;953227022;953227022@gmail.com;161595811;10098521
Vitor Hugo Peixoto;;21/06/1950;Rua  Domingos Alvão|383|4150-278|PORTO;953227023;953227023@gmail.com;161595812;10098522
João Miguel Pereira;;2/9/1950;Rua  Cidade N'Dola|211|4150-207|PORTO;953227024;953227024@gmail.com;161595813;10098523
Isabelly da Conceição;;11/7/1948;Travessa São José|446|4150-679|PORTO;953227025;953227025@gmail.com;161595814;10098524
Lívia da Luz;;23/02/1948;Rua Arquiteto Nicolau Nazoni|277|4050-423|PORTO;953227026;953227026@gmail.com;161595815;10098525
Augusto Araújo;;12/3/1952;Rua Arquiteto Rogério Azevedo|137|4250-410|PORTO;953227027;953227027@gmail.com;161595816;10098526
Caué Viana;;21/04/1949;Escadas  Adro|313|4050-15|PORTO;953227028;953227028@gmail.com;161595817;10098527
Leandro da Paz;;8/7/1950;Rua Arquiteto Tomaz Soller|2|4100-473|PORTO;953227029;953227029@gmail.com;161595818;10098528
Brenda Cavalcanti;;13/02/1951;Rua Abade Baçal|431|4050-78|PORTO;953227030;953227030@gmail.com;161595819;10098529
Guilherme Campos;;1/1/1950;Rua Abade Baçal|201|4050-77|PORTO;953227031;953227031@gmail.com;161595820;10098530
Isis Rodrigues;;17/03/1952;Beco  Arrabalde|471|4000-95|PORTO;953227032;953227032@gmail.com;161595821;10098531
Clarice Jesus;;10/9/1951;Calçada  Arrábida|435|4150-106|PORTO;953227033;953227033@gmail.com;161595822;10098532
Laís Pinto;;9/6/1953;Beco  Passos Manuel|313|4000-7|PORTO;953227034;953227034@gmail.com;161595823;10098533
Brenda Fernandes;;23/10/1952;Rua  Arrábida|484|4150-111|PORTO;953227035;953227035@gmail.com;161595824;10098534
Ana Vitória Ferreira;;19/01/1951;Rua  Arrábida|403|4150-110|PORTO;953227036;953227036@gmail.com;161595825;10098535
Sra. Ana Júlia Almeida;;20/02/1953;Rua  Arrábida|459|4150-107|PORTO;953227037;953227037@gmail.com;161595826;10098536
Ana Sophia Costela;;24/03/1955;Rua  Arrábida|238|4150-109|PORTO;953227038;953227038@gmail.com;161595827;10098537
Isabel da Rosa;;18/06/1952;Rua  Arrábida|134|4150-108|PORTO;953227039;953227039@gmail.com;161595828;10098538
Cauã Pereira;;10/6/1950;Travessa  Arrábida|254|4150-113|PORTO;953227040;953227040@gmail.com;161595829;10098539
Kaique Cavalcanti;;26/02/1950;Travessa  Arrábida|63|4150-112|PORTO;953227041;953227041@gmail.com;161595830;10098540
Clarice da Cruz;;5/12/1952;Rua  Arroios|49|4350-56|PORTO;953227042;953227042@gmail.com;161595831;10098541
Sra. Isis Pereira;;15/09/1953;Rua  Artes Gráficas|264|4100-92|PORTO;953227043;953227043@gmail.com;161595832;10098542
Sr. Heitor Dias;;26/10/1952;Rua  Artes Gráficas|314|4100-91|PORTO;953227044;953227044@gmail.com;161595833;10098543
Pedro Henrique Viana;;10/1/1951;Rua  Artes Gráficas|452|4100-90|PORTO;953227045;953227045@gmail.com;161595834;10098544
João Felipe Barbosa;;5/5/1952;Largo  Artur Arcos|339|4050-79|PORTO;953227046;953227046@gmail.com;161595835;10098545
Catarina Sales;;30/05/1950;Largo  Adro|303|4050-16|PORTO;953227047;953227047@gmail.com;161595836;10098546
Dr. Augusto Lima;;23/11/1948;Rua  Artur Loureiro|63|4100-93|PORTO;953227048;953227048@gmail.com;161595837;10098547
Marcelo Gonçalves;;26/11/1952;Rua  Artur Napoleão|148|4150-114|PORTO;953227049;953227049@gmail.com;161595838;10098548
Leandro Castro;;1/1/1952;Rua  Artur de Paiva|290|4200-93|PORTO;953227050;953227050@gmail.com;161595839;10098549
Cecília Monteiro;;23/01/1952;Rua  Arzila|229|4250-66|PORTO;953227051;953227051@gmail.com;161595840;10098550
Sra. Sophia Peixoto;;13/04/1952;Rua  Arzila|507|4250-66|PORTO;953227052;953227052@gmail.com;161595841;10098551
Sra. Pietra Cunha;;29/03/1951;Rua  Arzila|518|4250-64|PORTO;953227053;953227053@gmail.com;161595842;10098552
Isabel Alves;;28/05/1952;Rua  Arzila|430|4250-63|PORTO;953227054;953227054@gmail.com;161595843;10098553
Pietra Almeida;;25/03/1953;Rua  Arzila|348|4250-65|PORTO;953227055;953227055@gmail.com;161595844;10098554
Emanuelly Vieira;;3/3/1952;Rua  Asprela|185|4200-94|PORTO;953227056;953227056@gmail.com;161595845;10098555
Lucas Gabriel Castro;;17/01/1951;Travessa  Asprela|594|4200-95|PORTO;953227057;953227057@gmail.com;161595846;10098556
Renan Lima;;10/11/1953;Rua  Asseiceira|321|4350-58|PORTO;953227058;953227058@gmail.com;161595847;10098557
Dra. Laís Vieira;;4/10/1951;Rua  Assis Vaz|289|4249-12|PORTO;953227059;953227059@gmail.com;161595848;10098558
Maria Cecília Mendes;;17/10/1953;Rua  Assis Vaz|117|4200-96|PORTO;953227060;953227060@gmail.com;161595849;10098559
Otávio da Luz;;9/4/1952;Rua  Associação de Moradores de São Vítor|90|4000-97|PORTO;953227061;953227061@gmail.com;161595850;10098560
Manuela Martins;;14/01/1952;Rua  Adro|208|4050-17|PORTO;953227062;953227062@gmail.com;161595851;10098561
Daniel Pires;;15/01/1952;Rua  Assunção|554|4050-70|PORTO;953227063;953227063@gmail.com;161595852;10098562
Thiago Vieira;;16/07/1952;Rua  Atafona|180|4050-71|PORTO;953227064;953227064@gmail.com;161595853;10098563
João Costa;;18/03/1952;Rua  Deniz Jacinto|87|4350-59|PORTO;953227065;953227065@gmail.com;161595854;10098564
Maria Julia Ferreira;;5/4/1952;Rua  Augusto Gil|5|4100-96|PORTO;953227066;953227066@gmail.com;161595855;10098565
Evelyn Silva;;30/05/1951;Rua  Augusto Gil|101|4100-96|PORTO;953227067;953227067@gmail.com;161595856;10098566
Srta. Eloah Costela;;27/11/1951;Rua  Augusto Gil|108|4100-95|PORTO;953227068;953227068@gmail.com;161595857;10098567
Leandro Pereira;;11/4/1952;Rua  Augusto Gil|558|4100-96|PORTO;953227069;953227069@gmail.com;161595858;10098568
Luiz Fernando Porto;;28/02/1949;Rua  Augusto Gil|100|4100-95|PORTO;953227070;953227070@gmail.com;161595859;10098569
Kaique da Cruz;;5/2/1950;Rua  Augusto Gil|565|4100-96|PORTO;953227071;953227071@gmail.com;161595860;10098570
Maité Carvalho;;29/11/1952;Rua  Augusto Gil|599|4100-95|PORTO;953227072;953227072@gmail.com;161595861;10098571
Davi Moura;;17/08/1951;Rua  Augusto Gil|55|4100-96|PORTO;953227073;953227073@gmail.com;161595862;10098572
Daniel da Luz;;2/4/1952;Rua  Augusto Gil|324|4100-95|PORTO;953227074;953227074@gmail.com;161595863;10098573
Bruno Rodrigues;;1/5/1953;Rua  Augusto Gil|107|4100-96|PORTO;953227075;953227075@gmail.com;161595864;10098574
Luiza Moraes;;18/07/1955;Rua  Augusto Gil|115|4100-95|PORTO;953227076;953227076@gmail.com;161595865;10098575
Rafael Silva;;28/04/1950;Rua  Augusto Gil|299|4100-95|PORTO;953227077;953227077@gmail.com;161595866;10098576
Valentina Porto;;18/02/1951;Rua  Augusto Gil|395|4100-96|PORTO;953227078;953227078@gmail.com;161595867;10098577
Isabel Viana;;27/02/1951;Rua  Augusto Gil|215|4100-95|PORTO;953227079;953227079@gmail.com;161595868;10098578
Kaique Gomes;;22/01/1953;Rua  Augusto Gil|53|4100-96|PORTO;953227080;953227080@gmail.com;161595869;10098579
Dra. Nina Ramos;;5/12/1952;Rua  Augusto Gil|546|4100-95|PORTO;953227081;953227081@gmail.com;161595870;10098580
Maysa Souza;;5/6/1953;Rua  Augusto Gil|73|4100-96|PORTO;953227082;953227082@gmail.com;161595871;10098581
Lorenzo Costela;;6/12/1950;Rua  Augusto Gil|271|4100-95|PORTO;953227083;953227083@gmail.com;161595872;10098582
Bianca Ribeiro;;22/11/1952;Rua Doutor José António Marques|186|4300-16|PORTO;953227084;953227084@gmail.com;161595873;10098583
Samuel Pires;;11/9/1950;Rua  Augusto Lessa|37|4200-98|PORTO;953227085;953227085@gmail.com;161595874;10098584
Gustavo Henrique Martins;;31/08/1953;Rua  Augusto Lessa|536|4200-98|PORTO;953227086;953227086@gmail.com;161595875;10098585
Isis Vieira;;10/8/1952;Rua  Augusto Lessa|317|4200-100|PORTO;953227087;953227087@gmail.com;161595876;10098586
Alexandre Duarte;;2/5/1952;Rua  Augusto Lessa|462|4200-101|PORTO;953227088;953227088@gmail.com;161595877;10098587
Samuel Barbosa;;29/01/1953;Rua  Augusto Lessa|121|4200-99|PORTO;953227089;953227089@gmail.com;161595878;10098588
Rebeca Peixoto;;25/10/1953;Rua  Augusto Lessa|403|4200-98|PORTO;953227090;953227090@gmail.com;161595879;10098589
Natália Gomes;;11/4/1951;Rua  Augusto Lessa|262|4200-97|PORTO;953227091;953227091@gmail.com;161595880;10098590
Alícia Araújo;;4/12/1951;Rua  Augusto Lessa|487|4200-101|PORTO;953227092;953227092@gmail.com;161595881;10098591
Eduarda Fernandes;;10/8/1954;Travessa  Augusto Lessa|222|4200-102|PORTO;953227093;953227093@gmail.com;161595882;10098592
Heitor Ferreira;;4/5/1952;Rua  Augusto Luso|103|4050-73|PORTO;953227094;953227094@gmail.com;161595883;10098593
Emanuella da Mota;;14/09/1952;Rua  Augusto Luso|584|4050-72|PORTO;953227095;953227095@gmail.com;161595884;10098594
Sra. Maria Alice Martins;;20/06/1953;Rua  Augusto Rosa|167|4000-98|PORTO;953227096;953227096@gmail.com;161595885;10098595
Sr. Vicente Fernandes;;21/03/1955;Rua  Aurélio da Paz dos Reis|144|4250-68|PORTO;953227097;953227097@gmail.com;161595886;10098596
Sr. Calebe Moura;;24/10/1951;Rua  Adro da Foz|118|4150-13|PORTO;953227098;953227098@gmail.com;161595887;10098597
Isabella Cardoso;;10/9/1952;Rua  Aurélia de Sousa|356|4000-99|PORTO;953227099;953227099@gmail.com;161595888;10098598
Thiago Duarte;;31/08/1953;Rua  Aval de Baixo|223|4200-104|PORTO;953227100;953227100@gmail.com;161595889;10098599
Sra. Isadora das Neves;;10/8/1954;Rua  Aval de Baixo|261|4200-103|PORTO;953227101;953227101@gmail.com;161595890;10098600
Vicente Monteiro;;27/10/1954;Rua  Aval de Cima|80|4200-107|PORTO;953227102;953227102@gmail.com;161595891;10098601
Alana Novaes;;26/09/1951;Rua  Aval de Cima|339|4200-106|PORTO;953227103;953227103@gmail.com;161595892;10098602
Francisco Dias;;8/3/1953;Rua  Aval de Cima|555|4200-105|PORTO;953227104;953227104@gmail.com;161595893;10098603
Carlos Eduardo Fogaça;;14/09/1951;Rua  Ave|379|4200-108|PORTO;953227105;953227105@gmail.com;161595894;10098604
Rebeca Barros;;9/5/1953;Rua  Avelar Brotero|373|4250-72|PORTO;953227106;953227106@gmail.com;161595895;10098605
Diego Rezende;;6/8/1949;Rua  Avelar Brotero|196|4250-73|PORTO;953227107;953227107@gmail.com;161595896;10098606
Ana Clara Mendes;;1/9/1952;Rua  Avelar Brotero|556|4250-70|PORTO;953227108;953227108@gmail.com;161595897;10098607
Samuel Peixoto;;24/05/1952;Rua  Avelar Brotero|576|4250-69|PORTO;953227109;953227109@gmail.com;161595898;10098608
Breno da Mota;;1/12/1951;Rua  Avelar Brotero|491|4250-71|PORTO;953227110;953227110@gmail.com;161595899;10098609
Marcelo das Neves;;25/09/1953;Rua  Avelino Ribeiro|399|4350-60|PORTO;953227111;953227111@gmail.com;161595900;10098610
Dr. Rafael Nogueira;;8/3/1953;Rua  Avis|375|4050-75|PORTO;953227112;953227112@gmail.com;161595901;10098611
Laís da Cruz;;5/8/1949;Rua  Azálias|438|4250-74|PORTO;953227113;953227113@gmail.com;161595902;10098612
Clara da Rosa;;25/02/1952;Rua  Azamor|367|4250-75|PORTO;953227114;953227114@gmail.com;161595903;10098613
Levi Carvalho;;24/05/1951;Travessa  Adro da Foz|229|4150-14|PORTO;953227115;953227115@gmail.com;161595904;10098614
Carlos Eduardo Correia;;13/06/1951;Rua  Azenha|460|4200-113|PORTO;953227116;953227116@gmail.com;161595905;10098615
Stella Dias;;22/02/1950;Rua  Azenha|436|4200-112|PORTO;953227117;953227117@gmail.com;161595906;10098616
Murilo Martins;;30/05/1953;Rua  Azenha|91|4200-111|PORTO;953227118;953227118@gmail.com;161595907;10098617
Catarina Costela;;11/6/1954;Rua  Azenha|446|4200-110|PORTO;953227119;953227119@gmail.com;161595908;10098618
João Vitor Rezende;;18/03/1951;Rua  Azevedo|525|4300-50|PORTO;953227120;953227120@gmail.com;161595909;10098619
Valentina Pereira;;21/07/1954;Rua  Azevedo|597|4300-51|PORTO;953227121;953227121@gmail.com;161595910;10098620
Dra. Isis Viana;;6/5/1954;Rua  Azevedo|407|4300-49|PORTO;953227122;953227122@gmail.com;161595911;10098621
Breno Correia;;11/12/1953;Rua  Azevedo|93|4300-47|PORTO;953227123;953227123@gmail.com;161595912;10098622
Yuri Martins;;22/12/1946;Rua  Azevedo|494|4300-45|PORTO;953227124;953227124@gmail.com;161595913;10098623
Samuel da Rocha;;26/12/1953;Rua  Azevedo|524|4300-46|PORTO;953227125;953227125@gmail.com;161595914;10098624
Sra. Isabel Duarte;;14/12/1950;Rua  Azevedo|167|4300-48|PORTO;953227126;953227126@gmail.com;161595915;10098625
Dra. Sofia Freitas;;16/01/1952;Travessa  Azevedo|547|4300-54|PORTO;953227127;953227127@gmail.com;161595916;10098626
Davi Lucca Campos;;31/12/1952;Travessa  Azevedo|331|4300-55|PORTO;953227128;953227128@gmail.com;161595917;10098627
Srta. Mariane Fernandes;;24/09/1952;Travessa  Azevedo|447|4300-52|PORTO;953227129;953227129@gmail.com;161595918;10098628
Davi Cardoso;;15/01/1949;Travessa  Azevedo|234|4300-53|PORTO;953227130;953227130@gmail.com;161595919;10098629
Valentina Gonçalves;;29/12/1952;Rua  Azevedo de Albuquerque|543|4050-76|PORTO;953227131;953227131@gmail.com;161595920;10098630
Dr. Levi Viana;;27/07/1948;Rua  Azevedo Coutinho|109|4100-101|PORTO;953227132;953227132@gmail.com;161595921;10098631
Letícia da Mata;;10/10/1955;Rua  Azevedo Coutinho|568|4100-100|PORTO;953227133;953227133@gmail.com;161595922;10098632
Emanuelly Barbosa;;4/1/1957;Rua  Azevedo Coutinho|362|4100-99|PORTO;953227134;953227134@gmail.com;161595923;10098633
Dra. Maria Clara Castro;;6/11/1953;Rua  Azevedo Coutinho|151|4100-98|PORTO;953227135;953227135@gmail.com;161595924;10098634
Thales Caldeira;;16/11/1948;Rua  Azinheiras|561|4100-102|PORTO;953227136;953227136@gmail.com;161595925;10098635
Mariane Oliveira;;10/6/1950;Rua  Baça|341|4200-115|PORTO;953227137;953227137@gmail.com;161595926;10098636
Brenda Duarte;;21/11/1951;  Muro dos Bacalhoeiros|280|4050-80|PORTO;953227138;953227138@gmail.com;161595927;10098637
Ana Sophia Moura;;27/11/1953;Rua  Afonso de Albuquerque|588|4150-19|PORTO;953227139;953227139@gmail.com;161595928;10098638
Pedro Lucas Martins;;8/4/1955;Rua  Bacelo|458|4300-57|PORTO;953227140;953227140@gmail.com;161595929;10098639
Caio Novaes;;31/07/1952;Rua  Bacelo|265|4300-56|PORTO;953227141;953227141@gmail.com;161595930;10098640
Maria Cecília Pereira;;4/3/1956;Travessa  Bacelo|236|4300-58|PORTO;953227142;953227142@gmail.com;161595931;10098641
Ryan da Mota;;24/04/1950;Rua  Baião|366|4100-104|PORTO;953227143;953227143@gmail.com;161595932;10098642
Valentina Fernandes;;23/09/1952;Rua  Bainharia|77|4050-83|PORTO;953227144;953227144@gmail.com;161595933;10098643
Leandro Cardoso;;13/10/1953;Rua  Bainharia|534|4050-84|PORTO;953227145;953227145@gmail.com;161595934;10098644
Rafael da Rocha;;8/8/1948;Rua  Bainharia|549|4050-81|PORTO;953227146;953227146@gmail.com;161595935;10098645
Vicente da Rosa;;14/06/1952;Rua  Bainharia|268|4050-82|PORTO;953227147;953227147@gmail.com;161595936;10098646
Srta. Eduarda Novaes;;6/11/1954;Travessa  Bainharia|104|4050-85|PORTO;953227148;953227148@gmail.com;161595937;10098647
Ana Clara Pires;;22/05/1952;Rua  Bairro da Areosa|147|4200-120|PORTO;953227149;953227149@gmail.com;161595938;10098648
Joaquim da Luz;;17/02/1950;Rua  Bairro da Areosa|447|4200-116|PORTO;953227150;953227150@gmail.com;161595939;10098649
Kevin Gomes;;5/8/1952;Rua  Bairro do Comércio do Porto|188|4350-63|PORTO;953227151;953227151@gmail.com;161595940;10098650
Srta. Ana Vitória da Paz;;18/12/1952;Rua  Bairro do Comércio do Porto|384|4350-62|PORTO;953227152;953227152@gmail.com;161595941;10098651
Nathan Mendes;;16/03/1953;Rua  Bairro do Comércio do Porto|145|4350-61|PORTO;953227153;953227153@gmail.com;161595942;10098652
Melissa Oliveira;;7/6/1954;Viela  Monte da Costa|151|4350-325|PORTO;953227154;953227154@gmail.com;161595943;10098653
Valentina Alves;;19/10/1952;Rua  Baixo|59|4050-86|PORTO;953227155;953227155@gmail.com;161595944;10098654
Pedro Dias;;27/09/1953;Rua  Afonso de Aveiro|11|4150-21|PORTO;953227156;953227156@gmail.com;161595945;10098655
Sra. Caroline Moreira;;10/9/1953;Rua  Afonso de Aveiro|257|4150-20|PORTO;953227157;953227157@gmail.com;161595946;10098656
Joaquim da Mota;;11/3/1954;Travessa  Baixo de Pereiró|572|4100-105|PORTO;953227158;953227158@gmail.com;161595947;10098657
Maria Julia da Rosa;;4/4/1953;Rua  Baixo do Souto|472|4350-64|PORTO;953227159;953227159@gmail.com;161595948;10098658
Pedro Miguel Santos;;6/5/1955;Viela  Baleia|367|4050-87|PORTO;953227160;953227160@gmail.com;161595949;10098659
Nicole Ribeiro;;1/1/1954;Rua  Balsamina|571|4350-65|PORTO;953227161;953227161@gmail.com;161595950;10098660
Ana Júlia Barbosa;;21/02/1954;Rua  Baltazar Falcão|155|4100-107|PORTO;953227162;953227162@gmail.com;161595951;10098661
André Almeida;;21/04/1952;Rua  Bandeirinha|549|4050-88|PORTO;953227163;953227163@gmail.com;161595952;10098662
Felipe Cardoso;;6/4/1952;Cais  Banhos|63|4050-89|PORTO;953227164;953227164@gmail.com;161595953;10098663
Arthur Farias;;15/04/1953;Travessa  Banhos|2|4150-121|PORTO;953227165;953227165@gmail.com;161595954;10098664
Sra. Isabel Santos;;5/7/1953;Rua Barão Forrester|121|4050-273|PORTO;953227166;953227166@gmail.com;161595955;10098665
Helena Silveira;;1/1/1951;Rua Barão Forrester|264|4050-274|PORTO;953227167;953227167@gmail.com;161595956;10098666
Sra. Letícia Moreira;;27/11/1956;Rua Barão Forrester|462|4050-272|PORTO;953227168;953227168@gmail.com;161595957;10098667
João Lucas da Mota;;3/11/1955;Rua Barão Forrester|82|4099-13|PORTO;953227169;953227169@gmail.com;161595958;10098668
Maria Clara Cardoso;;12/10/1953;Rua Barão Nova Sintra|223|4300-365|PORTO;953227170;953227170@gmail.com;161595959;10098669
Henrique Ribeiro;;23/12/1952;Rua Barão Nova Sintra|238|4300-367|PORTO;953227171;953227171@gmail.com;161595960;10098670
Eloah Melo;;5/2/1950;Rua Barão Nova Sintra|10|4300-365|PORTO;953227172;953227172@gmail.com;161595961;10098671
Augusto Lopes;;17/09/1952;Rua Barão Nova Sintra|154|4300-366|PORTO;953227173;953227173@gmail.com;161595962;10098672
Ana Clara Nogueira;;31/05/1950;Rua Barão Nova Sintra|13|4349-16|PORTO;953227174;953227174@gmail.com;161595963;10098673
Sr. Cauã Lopes;;11/8/1951;Rua  Afonso Baldaia|64|4150-18|PORTO;953227175;953227175@gmail.com;161595964;10098674
Sophia da Conceição;;17/09/1952;Rua  Afonso Baldaia|450|4150-17|PORTO;953227176;953227176@gmail.com;161595965;10098675
Rebeca Costa;;1/2/1952;Rua  Afonso Baldaia|253|4150-15|PORTO;953227177;953227177@gmail.com;161595966;10098676
Agatha Cardoso;;28/04/1951;Rua  Afonso Baldaia|259|4150-16|PORTO;953227178;953227178@gmail.com;161595967;10098677
Ana Sophia Nunes;;13/07/1951;Rua  Afonso Baldaia|109|4150-18|PORTO;953227179;953227179@gmail.com;161595968;10098678
Beatriz Gomes;;3/6/1952;Rua  Afonso Baldaia|384|4150-16|PORTO;953227180;953227180@gmail.com;161595969;10098679
Sr. Luiz Fernando Gomes;;27/01/1953;Rua Barão São Cosme|586|4000-503|PORTO;953227181;953227181@gmail.com;161595970;10098680
Maysa Viana;;18/07/1951;Rua Barão São Cosme|355|4000-502|PORTO;953227182;953227182@gmail.com;161595971;10098681
